Date,Description,Amount,Transaction Type,Category,Account Name,Type,Month,Year,MonthYear,AbsAmount,CumulativeBalance,Budget,BudgetUsedPct
2018-11-27,American Tavern,28.4,debit,Restaurants,Silver Card,Expense,11,2018,2018-11,28.4,100744.77999999998,150.0,18.933333333333334
2018-11-29,Credit Card Payment,582.99,credit,Credit Card Payment,Silver Card,Income,11,2018,2018-11,582.99,101327.76999999999,,
2018-11-29,Credit Card Payment,751.5,credit,Credit Card Payment,Platinum Card,Income,11,2018,2018-11,751.5,102079.26999999999,,
2018-11-30,Credit Card Payment,582.99,debit,Credit Card Payment,Checking,Expense,11,2018,2018-11,582.99,102662.26,,
2018-11-30,Grocery Store,6.27,debit,Groceries,Silver Card,Expense,11,2018,2018-11,6.27,102668.53,150.0,4.18
2018-12-01,Brunch Restaurant,8.0,debit,Restaurants,Silver Card,Expense,12,2018,2018-12,8.0,102676.53,150.0,5.333333333333334
2018-12-01,Amazon,13.13,debit,Shopping,Platinum Card,Expense,12,2018,2018-12,13.13,102689.66,100.0,13.13
2018-12-01,Grocery Store,5.64,debit,Groceries,Silver Card,Expense,12,2018,2018-12,5.64,102695.3,150.0,3.7599999999999993
2018-12-03,BP,30.03,debit,Gas & Fuel,Silver Card,Expense,12,2018,2018-12,30.03,102725.33,75.0,40.040000000000006
2018-12-03,Grocery Store,148.15,debit,Groceries,Silver Card,Expense,12,2018,2018-12,148.15,102873.48,150.0,98.76666666666667
2018-12-03,Mortgage Payment,1209.18,debit,Mortgage & Rent,Checking,Expense,12,2018,2018-12,1209.18,104082.65999999999,1100.0,109.92545454545454
2018-12-04,Starbucks,3.0,debit,Coffee Shops,Silver Card,Expense,12,2018,2018-12,3.0,104085.65999999999,15.0,20.0
2018-12-04,Latin Restaurant,20.65,debit,Fast Food,Platinum Card,Expense,12,2018,2018-12,20.65,104106.30999999998,15.0,137.66666666666666
2018-12-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card,Expense,12,2018,2018-12,11.76,104118.06999999998,0.0,
2018-12-06,Grocery Store,21.38,debit,Groceries,Platinum Card,Expense,12,2018,2018-12,21.38,104139.44999999998,150.0,14.253333333333332
2018-12-06,Grocery Store,13.48,debit,Groceries,Platinum Card,Expense,12,2018,2018-12,13.48,104152.92999999998,150.0,8.986666666666666
2018-12-06,Gas Company,40.0,debit,Utilities,Checking,Expense,12,2018,2018-12,40.0,104192.92999999998,150.0,26.666666666666668
2018-12-07,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,12,2018,2018-12,2000.0,106192.92999999998,,
2018-12-07,Barbershop,30.0,debit,Haircut,Platinum Card,Expense,12,2018,2018-12,30.0,106222.92999999998,30.0,100.0
2018-12-08,Grocery Store,12.64,debit,Groceries,Platinum Card,Expense,12,2018,2018-12,12.64,106235.56999999998,150.0,8.426666666666668
2018-12-09,Spotify,10.69,debit,Music,Platinum Card,Expense,12,2018,2018-12,10.69,106246.25999999998,11.0,97.18181818181819
2018-12-11,Brunch Restaurant,10.29,debit,Restaurants,Platinum Card,Expense,12,2018,2018-12,10.29,106256.54999999997,150.0,6.859999999999999
2018-12-12,Phone Company,89.54,debit,Mobile Phone,Checking,Expense,12,2018,2018-12,89.54,106346.08999999997,65.0,137.75384615384615
2018-12-13,Thai Restaurant,27.0,debit,Restaurants,Silver Card,Expense,12,2018,2018-12,27.0,106373.08999999997,150.0,18.0
2018-12-14,Grocery Store,21.39,debit,Groceries,Silver Card,Expense,12,2018,2018-12,21.39,106394.47999999997,150.0,14.26
2018-12-14,Hardware Store,17.1,debit,Home Improvement,Silver Card,Expense,12,2018,2018-12,17.1,106411.57999999997,250.0,6.84
2018-12-14,Power Company,60.0,debit,Utilities,Checking,Expense,12,2018,2018-12,60.0,106471.57999999997,150.0,40.0
2018-12-17,American Tavern,63.0,debit,Food & Dining,Silver Card,Expense,12,2018,2018-12,63.0,106534.57999999997,,
2018-12-17,BP,20.01,debit,Gas & Fuel,Silver Card,Expense,12,2018,2018-12,20.01,106554.58999999997,75.0,26.680000000000003
2018-12-17,City Water Charges,35.0,debit,Utilities,Checking,Expense,12,2018,2018-12,35.0,106589.58999999997,150.0,23.333333333333332
2018-12-18,Amazon,41.72,debit,Shopping,Platinum Card,Expense,12,2018,2018-12,41.72,106631.30999999997,100.0,41.72
2018-12-18,Amazon,24.3,debit,Shopping,Platinum Card,Expense,12,2018,2018-12,24.3,106655.60999999997,100.0,24.3
2018-12-18,Amazon,49.99,debit,Shopping,Platinum Card,Expense,12,2018,2018-12,49.99,106705.59999999998,100.0,49.99
2018-12-18,Starbucks,3.0,debit,Coffee Shops,Silver Card,Expense,12,2018,2018-12,3.0,106708.59999999998,15.0,20.0
2018-12-18,Credit Card Payment,311.02,credit,Credit Card Payment,Platinum Card,Income,12,2018,2018-12,311.02,107019.61999999998,,
2018-12-18,Fancy Restaurant,56.52,debit,Restaurants,Silver Card,Expense,12,2018,2018-12,56.52,107076.13999999998,150.0,37.68
2018-12-19,State Farm,75.0,debit,Auto Insurance,Checking,Expense,12,2018,2018-12,75.0,107151.13999999998,75.0,100.0
2018-12-19,Amazon,43.01,debit,Shopping,Platinum Card,Expense,12,2018,2018-12,43.01,107194.14999999998,100.0,43.01
2018-12-20,Credit Card Payment,464.03,credit,Credit Card Payment,Silver Card,Income,12,2018,2018-12,464.03,107658.17999999998,,
2018-12-20,Shell,30.38,debit,Gas & Fuel,Silver Card,Expense,12,2018,2018-12,30.38,107688.55999999998,75.0,40.50666666666666
2018-12-21,Credit Card Payment,464.03,debit,Credit Card Payment,Checking,Expense,12,2018,2018-12,464.03,108152.58999999998,,
2018-12-21,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,12,2018,2018-12,2000.0,110152.58999999998,,
2018-12-22,New York Deli,21.38,debit,Fast Food,Platinum Card,Expense,12,2018,2018-12,21.38,110173.96999999999,15.0,142.53333333333333
2018-12-22,Hardware Store,22.14,debit,Home Improvement,Platinum Card,Expense,12,2018,2018-12,22.14,110196.10999999999,250.0,8.856
2018-12-23,Hardware Store,28.0,debit,Home Improvement,Platinum Card,Expense,12,2018,2018-12,28.0,110224.10999999999,250.0,11.200000000000001
2018-12-24,Hardware Store,38.4,debit,Home Improvement,Platinum Card,Expense,12,2018,2018-12,38.4,110262.50999999998,250.0,15.36
2018-12-26,Chick-Fil-A,56.07,debit,Fast Food,Platinum Card,Expense,12,2018,2018-12,56.07,110318.57999999999,15.0,373.8
2018-12-26,Shell,32.47,debit,Gas & Fuel,Platinum Card,Expense,12,2018,2018-12,32.47,110351.04999999999,75.0,43.29333333333334
2018-12-26,Shell,7.48,debit,Gas & Fuel,Platinum Card,Expense,12,2018,2018-12,7.48,110358.52999999998,75.0,9.973333333333334
2018-12-26,Internet Service Provider,75.99,debit,Internet,Checking,Expense,12,2018,2018-12,75.99,110434.51999999999,75.0,101.32
2018-12-26,Amazon,44.99,debit,Shopping,Platinum Card,Expense,12,2018,2018-12,44.99,110479.51,100.0,44.99
2018-12-28,Brewing Company,12.0,debit,Alcohol & Bars,Silver Card,Expense,12,2018,2018-12,12.0,110491.51,50.0,24.0
2018-12-29,Brewing Company,14.0,debit,Alcohol & Bars,Silver Card,Expense,12,2018,2018-12,14.0,110505.51,50.0,28.000000000000004
2018-12-29,Credit Card Payment,860.05,credit,Credit Card Payment,Platinum Card,Income,12,2018,2018-12,860.05,111365.56,,
2018-12-29,Grocery Store,55.04,debit,Groceries,Silver Card,Expense,12,2018,2018-12,55.04,111420.59999999999,150.0,36.693333333333335
2019-01-01,Amazon,13.09,debit,Shopping,Platinum Card,Expense,1,2019,2019-01,13.09,111433.68999999999,100.0,13.089999999999998
2019-01-02,Credit Card Payment,499.6,debit,Credit Card Payment,Checking,Expense,1,2019,2019-01,499.6,111933.29,,
2019-01-03,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking,Expense,1,2019,2019-01,1100.0,113033.29,1100.0,100.0
2019-01-03,Amazon,42.1,debit,Shopping,Platinum Card,Expense,1,2019,2019-01,42.1,113075.39,100.0,42.1
2019-01-04,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,1,2019,2019-01,2000.0,115075.39,,
2019-01-05,American Tavern,23.49,debit,Restaurants,Platinum Card,Expense,1,2019,2019-01,23.49,115098.88,150.0,15.659999999999998
2019-01-08,Gas Company,45.0,debit,Utilities,Checking,Expense,1,2019,2019-01,45.0,115143.88,150.0,30.0
2019-01-09,Credit Card Payment,491.45,credit,Credit Card Payment,Platinum Card,Income,1,2019,2019-01,491.45,115635.33,,
2019-01-09,Credit Card Payment,281.84,debit,Credit Card Payment,Checking,Expense,1,2019,2019-01,281.84,115917.17,,
2019-01-09,Spotify,10.69,debit,Music,Platinum Card,Expense,1,2019,2019-01,10.69,115927.86,11.0,97.18181818181819
2019-01-10,Barbershop,30.0,debit,Haircut,Silver Card,Expense,1,2019,2019-01,30.0,115957.86,30.0,100.0
2019-01-10,Phone Company,65.0,debit,Mobile Phone,Checking,Expense,1,2019,2019-01,65.0,116022.86,65.0,100.0
2019-01-10,Grocery Store,58.79,debit,Groceries,Silver Card,Expense,1,2019,2019-01,58.79,116081.65,150.0,39.19333333333333
2019-01-14,Shell,28.92,debit,Gas & Fuel,Silver Card,Expense,1,2019,2019-01,28.92,116110.56999999999,75.0,38.56
2019-01-15,Grocery Store,6.06,debit,Groceries,Silver Card,Expense,1,2019,2019-01,6.06,116116.62999999999,150.0,4.04
2019-01-16,City Water Charges,35.0,debit,Utilities,Checking,Expense,1,2019,2019-01,35.0,116151.62999999999,150.0,23.333333333333332
2019-01-16,Power Company,60.0,debit,Utilities,Checking,Expense,1,2019,2019-01,60.0,116211.62999999999,150.0,40.0
2019-01-18,State Farm,75.0,debit,Auto Insurance,Checking,Expense,1,2019,2019-01,75.0,116286.62999999999,75.0,100.0
2019-01-18,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,1,2019,2019-01,2000.0,118286.62999999999,,
2019-01-21,Credit Card Payment,277.99,credit,Credit Card Payment,Silver Card,Income,1,2019,2019-01,277.99,118564.62,,
2019-01-22,Credit Card Payment,277.99,debit,Credit Card Payment,Checking,Expense,1,2019,2019-01,277.99,118842.61,,
2019-01-24,Amazon,11.7,debit,Shopping,Platinum Card,Expense,1,2019,2019-01,11.7,118854.31,100.0,11.7
2019-01-24,Grocery Store,21.06,debit,Groceries,Silver Card,Expense,1,2019,2019-01,21.06,118875.37,150.0,14.04
2019-01-24,Amazon,4.21,debit,Shopping,Platinum Card,Expense,1,2019,2019-01,4.21,118879.58,100.0,4.21
2019-01-25,Internet Service Provider,75.0,debit,Internet,Checking,Expense,1,2019,2019-01,75.0,118954.58,75.0,100.0
2019-01-31,Credit Card Payment,1900.0,debit,Credit Card Payment,Checking,Expense,1,2019,2019-01,1900.0,120854.58,,
2019-01-31,Shell,31.32,debit,Gas & Fuel,Silver Card,Expense,1,2019,2019-01,31.32,120885.90000000001,75.0,41.760000000000005
2019-02-01,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,2,2019,2019-02,2000.0,122885.90000000001,,
2019-02-01,Roadside Diner,9.47,debit,Restaurants,Silver Card,Expense,2,2019,2019-02,9.47,122895.37000000001,150.0,6.3133333333333335
2019-02-01,Amazon,13.09,debit,Shopping,Platinum Card,Expense,2,2019,2019-02,13.09,122908.46,100.0,13.089999999999998
2019-02-04,Hardware Store,86.97,debit,Home Improvement,Silver Card,Expense,2,2019,2019-02,86.97,122995.43000000001,250.0,34.788000000000004
2019-02-04,Netflix,11.76,debit,Television,Platinum Card,Expense,2,2019,2019-02,11.76,123007.19,15.0,78.4
2019-02-05,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking,Expense,2,2019,2019-02,1100.0,124107.19,1100.0,100.0
2019-02-07,Gas Company,65.0,debit,Utilities,Checking,Expense,2,2019,2019-02,65.0,124172.19,150.0,43.333333333333336
2019-02-08,Starbucks,3.0,debit,Coffee Shops,Platinum Card,Expense,2,2019,2019-02,3.0,124175.19,15.0,20.0
2019-02-08,Thai Restaurant,27.47,debit,Restaurants,Platinum Card,Expense,2,2019,2019-02,27.47,124202.66,150.0,18.313333333333333
2019-02-09,Spotify,10.69,debit,Music,Platinum Card,Expense,2,2019,2019-02,10.69,124213.35,11.0,97.18181818181819
2019-02-11,Starbucks,3.0,debit,Coffee Shops,Platinum Card,Expense,2,2019,2019-02,3.0,124216.35,15.0,20.0
2019-02-11,Credit Card Payment,133.95,debit,Credit Card Payment,Checking,Expense,2,2019,2019-02,133.95,124350.3,,
2019-02-11,BP,24.01,debit,Gas & Fuel,Platinum Card,Expense,2,2019,2019-02,24.01,124374.31,75.0,32.013333333333335
2019-02-12,Grocery Store,30.54,debit,Groceries,Platinum Card,Expense,2,2019,2019-02,30.54,124404.84999999999,150.0,20.36
2019-02-12,Phone Company,65.0,debit,Mobile Phone,Checking,Expense,2,2019,2019-02,65.0,124469.84999999999,65.0,100.0
2019-02-13,Grocery Store,8.21,debit,Groceries,Platinum Card,Expense,2,2019,2019-02,8.21,124478.06,150.0,5.4733333333333345
2019-02-15,Credit Card Payment,207.47,credit,Credit Card Payment,Platinum Card,Income,2,2019,2019-02,207.47,124685.53,,
2019-02-15,Grocery Store,4.59,debit,Groceries,Platinum Card,Expense,2,2019,2019-02,4.59,124690.12,150.0,3.06
2019-02-15,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,2,2019,2019-02,2000.0,126690.12,,
2019-02-15,Power Company,60.0,debit,Utilities,Checking,Expense,2,2019,2019-02,60.0,126750.12,150.0,40.0
2019-02-16,Amazon,37.45,debit,Shopping,Platinum Card,Expense,2,2019,2019-02,37.45,126787.56999999999,100.0,37.45
2019-02-16,American Tavern,32.75,debit,Restaurants,Platinum Card,Expense,2,2019,2019-02,32.75,126820.31999999999,150.0,21.833333333333332
2019-02-16,Brewing Company,8.0,debit,Alcohol & Bars,Platinum Card,Expense,2,2019,2019-02,8.0,126828.31999999999,50.0,16.0
2019-02-19,Credit Card Payment,574.84,debit,Credit Card Payment,Checking,Expense,2,2019,2019-02,574.84,127403.15999999999,,
2019-02-19,City Water Charges,35.0,debit,Utilities,Checking,Expense,2,2019,2019-02,35.0,127438.15999999999,150.0,23.333333333333332
2019-02-20,State Farm,75.0,debit,Auto Insurance,Checking,Expense,2,2019,2019-02,75.0,127513.15999999999,75.0,100.0
2019-02-20,Credit Card Payment,292.54,credit,Credit Card Payment,Silver Card,Income,2,2019,2019-02,292.54,127805.69999999998,,
2019-02-20,Barbershop,30.0,debit,Haircut,Platinum Card,Expense,2,2019,2019-02,30.0,127835.69999999998,30.0,100.0
2019-02-21,Credit Card Payment,292.54,debit,Credit Card Payment,Checking,Expense,2,2019,2019-02,292.54,128128.23999999998,,
2019-02-21,Grocery Store,46.96,debit,Groceries,Silver Card,Expense,2,2019,2019-02,46.96,128175.19999999998,150.0,31.306666666666665
2019-02-25,BP,33.8,debit,Gas & Fuel,Silver Card,Expense,2,2019,2019-02,33.8,128208.99999999999,75.0,45.06666666666666
2019-02-25,Internet Service Provider,75.0,debit,Internet,Checking,Expense,2,2019,2019-02,75.0,128283.99999999999,75.0,100.0
2019-02-27,Roadside Diner,25.77,debit,Restaurants,Silver Card,Expense,2,2019,2019-02,25.77,128309.76999999999,150.0,17.18
2019-02-28,Grocery Store,32.07,debit,Groceries,Silver Card,Expense,2,2019,2019-02,32.07,128341.84,150.0,21.38
2019-03-01,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,3,2019,2019-03,2000.0,130341.84,,
2019-03-01,Amazon,13.09,debit,Shopping,Platinum Card,Expense,3,2019,2019-03,13.09,130354.93,100.0,13.089999999999998
2019-03-04,Grocery Store,92.04,debit,Groceries,Silver Card,Expense,3,2019,2019-03,92.04,130446.96999999999,150.0,61.36000000000001
2019-03-04,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking,Expense,3,2019,2019-03,1100.0,131546.96999999997,1100.0,100.0
2019-03-04,Netflix,11.76,debit,Television,Platinum Card,Expense,3,2019,2019-03,11.76,131558.72999999998,15.0,78.4
2019-03-05,Fancy Restaurant,7.0,debit,Restaurants,Silver Card,Expense,3,2019,2019-03,7.0,131565.72999999998,150.0,4.666666666666667
2019-03-06,Credit Card Payment,491.86,debit,Credit Card Payment,Checking,Expense,3,2019,2019-03,491.86,132057.58999999997,,
2019-03-08,BP,34.08,debit,Gas & Fuel,Platinum Card,Expense,3,2019,2019-03,34.08,132091.66999999995,75.0,45.44
2019-03-08,Amazon,27.17,debit,Shopping,Platinum Card,Expense,3,2019,2019-03,27.17,132118.83999999997,100.0,27.169999999999998
2019-03-08,Gas Company,49.0,debit,Utilities,Checking,Expense,3,2019,2019-03,49.0,132167.83999999997,150.0,32.666666666666664
2019-03-09,Spotify,10.69,debit,Music,Platinum Card,Expense,3,2019,2019-03,10.69,132178.52999999997,11.0,97.18181818181819
2019-03-12,Bakery Place,3.02,debit,Restaurants,Platinum Card,Expense,3,2019,2019-03,3.02,132181.54999999996,150.0,2.013333333333333
2019-03-12,Phone Company,65.0,debit,Mobile Phone,Checking,Expense,3,2019,2019-03,65.0,132246.54999999996,65.0,100.0
2019-03-13,Credit Card Payment,532.86,credit,Credit Card Payment,Platinum Card,Income,3,2019,2019-03,532.86,132779.40999999995,,
2019-03-13,Credit Card Payment,301.79,credit,Credit Card Payment,Silver Card,Income,3,2019,2019-03,301.79,133081.19999999995,,
2019-03-14,Credit Card Payment,305.27,debit,Credit Card Payment,Checking,Expense,3,2019,2019-03,305.27,133386.46999999994,,
2019-03-14,Credit Card Payment,301.79,debit,Credit Card Payment,Checking,Expense,3,2019,2019-03,301.79,133688.25999999995,,
2019-03-14,Brunch Restaurant,8.0,debit,Restaurants,Platinum Card,Expense,3,2019,2019-03,8.0,133696.25999999995,150.0,5.333333333333334
2019-03-15,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,3,2019,2019-03,2000.0,135696.25999999995,,
2019-03-15,Power Company,60.0,debit,Utilities,Checking,Expense,3,2019,2019-03,60.0,135756.25999999995,150.0,40.0
2019-03-18,Best Buy,320.99,debit,Electronics & Software,Platinum Card,Expense,3,2019,2019-03,320.99,136077.24999999994,0.0,
2019-03-18,Grocery Store,16.23,debit,Groceries,Platinum Card,Expense,3,2019,2019-03,16.23,136093.47999999995,150.0,10.82
2019-03-19,City Water Charges,35.0,debit,Utilities,Checking,Expense,3,2019,2019-03,35.0,136128.47999999995,150.0,23.333333333333332
2019-03-19,Amazon,13.84,debit,Shopping,Platinum Card,Expense,3,2019,2019-03,13.84,136142.31999999995,100.0,13.84
2019-03-20,State Farm,75.0,debit,Auto Insurance,Checking,Expense,3,2019,2019-03,75.0,136217.31999999995,75.0,100.0
2019-03-22,BP,37.51,debit,Gas & Fuel,Platinum Card,Expense,3,2019,2019-03,37.51,136254.82999999996,75.0,50.013333333333335
2019-03-23,Starbucks,5.2,debit,Coffee Shops,Platinum Card,Expense,3,2019,2019-03,5.2,136260.02999999997,15.0,34.66666666666667
2019-03-25,Internet Service Provider,75.0,debit,Internet,Checking,Expense,3,2019,2019-03,75.0,136335.02999999997,75.0,100.0
2019-03-26,Amazon,16.04,debit,Shopping,Platinum Card,Expense,3,2019,2019-03,16.04,136351.06999999998,100.0,16.04
2019-03-27,Brewing Company,49.63,debit,Alcohol & Bars,Platinum Card,Expense,3,2019,2019-03,49.63,136400.69999999998,50.0,99.26
2019-03-27,Grocery Store,4.46,debit,Groceries,Platinum Card,Expense,3,2019,2019-03,4.46,136405.15999999997,150.0,2.9733333333333336
2019-03-29,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,3,2019,2019-03,2000.0,138405.15999999997,,
2019-03-30,Starbucks,12.84,debit,Coffee Shops,Platinum Card,Expense,3,2019,2019-03,12.84,138417.99999999997,15.0,85.6
2019-03-31,Credit Card Payment,957.6,credit,Credit Card Payment,Platinum Card,Income,3,2019,2019-03,957.6,139375.59999999998,,
2019-04-01,Amazon,13.09,debit,Shopping,Platinum Card,Expense,4,2019,2019-04,13.09,139388.68999999997,100.0,13.089999999999998
2019-04-01,Credit Card Payment,600.51,credit,Credit Card Payment,Platinum Card,Income,4,2019,2019-04,600.51,139989.19999999998,,
2019-04-01,Credit Card Payment,1552.65,debit,Credit Card Payment,Checking,Expense,4,2019,2019-04,1552.65,141541.84999999998,,
2019-04-02,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking,Expense,4,2019,2019-04,1100.0,142641.84999999998,1100.0,100.0
2019-04-04,Grocery Store,5.64,debit,Groceries,Platinum Card,Expense,4,2019,2019-04,5.64,142647.49,150.0,3.7599999999999993
2019-04-04,Amazon,35.9,debit,Shopping,Platinum Card,Expense,4,2019,2019-04,35.9,142683.38999999998,100.0,35.9
2019-04-04,Netflix,11.76,debit,Television,Platinum Card,Expense,4,2019,2019-04,11.76,142695.15,15.0,78.4
2019-04-06,Amazon,27.54,debit,Shopping,Platinum Card,Expense,4,2019,2019-04,27.54,142722.69,100.0,27.54
2019-04-08,Gas Company,30.0,debit,Utilities,Checking,Expense,4,2019,2019-04,30.0,142752.69,150.0,20.0
2019-04-09,Credit Card Payment,436.75,debit,Credit Card Payment,Checking,Expense,4,2019,2019-04,436.75,143189.44,,
2019-04-09,Grocery Store,10.7,debit,Groceries,Platinum Card,Expense,4,2019,2019-04,10.7,143200.14,150.0,7.133333333333333
2019-04-09,Barbershop,30.0,debit,Haircut,Platinum Card,Expense,4,2019,2019-04,30.0,143230.14,30.0,100.0
2019-04-09,Spotify,10.69,debit,Music,Platinum Card,Expense,4,2019,2019-04,10.69,143240.83000000002,11.0,97.18181818181819
2019-04-10,Phone Company,65.0,debit,Mobile Phone,Checking,Expense,4,2019,2019-04,65.0,143305.83000000002,65.0,100.0
2019-04-12,Best Buy,44.93,debit,Electronics & Software,Silver Card,Expense,4,2019,2019-04,44.93,143350.76,0.0,
2019-04-12,Grocery Store,41.34,debit,Groceries,Platinum Card,Expense,4,2019,2019-04,41.34,143392.1,150.0,27.560000000000002
2019-04-12,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,4,2019,2019-04,2000.0,145392.1,,
2019-04-13,QuikTrip,38.94,debit,Gas & Fuel,Platinum Card,Expense,4,2019,2019-04,38.94,145431.04,75.0,51.92
2019-04-13,Grocery Store,16.87,debit,Groceries,Platinum Card,Expense,4,2019,2019-04,16.87,145447.91,150.0,11.246666666666668
2019-04-13,Vietnamese Restaurant,20.64,debit,Restaurants,Platinum Card,Expense,4,2019,2019-04,20.64,145468.55000000002,150.0,13.76
2019-04-15,Power Company,60.0,debit,Utilities,Checking,Expense,4,2019,2019-04,60.0,145528.55000000002,150.0,40.0
2019-04-16,City Water Charges,35.0,debit,Utilities,Checking,Expense,4,2019,2019-04,35.0,145563.55000000002,150.0,23.333333333333332
2019-04-18,State Farm,75.0,debit,Auto Insurance,Checking,Expense,4,2019,2019-04,75.0,145638.55000000002,75.0,100.0
2019-04-18,Credit Card Payment,604.32,credit,Credit Card Payment,Silver Card,Income,4,2019,2019-04,604.32,146242.87000000002,,
2019-04-18,Credit Card Payment,458.1,credit,Credit Card Payment,Platinum Card,Income,4,2019,2019-04,458.1,146700.97000000003,,
2019-04-19,Grocery Store,10.89,debit,Groceries,Platinum Card,Expense,4,2019,2019-04,10.89,146711.86000000004,150.0,7.26
2019-04-19,Credit Card Payment,604.32,debit,Credit Card Payment,Checking,Expense,4,2019,2019-04,604.32,147316.18000000005,,
2019-04-22,Greek Restaurant,64.52,debit,Restaurants,Silver Card,Expense,4,2019,2019-04,64.52,147380.70000000004,150.0,43.01333333333333
2019-04-22,Brewing Company,14.4,debit,Alcohol & Bars,Silver Card,Expense,4,2019,2019-04,14.4,147395.10000000003,50.0,28.800000000000004
2019-04-23,Hardware Store,29.56,debit,Home Improvement,Silver Card,Expense,4,2019,2019-04,29.56,147424.66000000003,250.0,11.824
2019-04-25,Internet Service Provider,75.0,debit,Internet,Checking,Expense,4,2019,2019-04,75.0,147499.66000000003,75.0,100.0
2019-04-26,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,4,2019,2019-04,2000.0,149499.66000000003,,
2019-04-27,Brewing Company,40.0,debit,Alcohol & Bars,Platinum Card,Expense,4,2019,2019-04,40.0,149539.66000000003,50.0,80.0
2019-04-27,Credit Card Payment,268.96,credit,Credit Card Payment,Silver Card,Income,4,2019,2019-04,268.96,149808.62000000002,,
2019-04-27,American Tavern,14.74,debit,Restaurants,Silver Card,Expense,4,2019,2019-04,14.74,149823.36000000002,150.0,9.826666666666666
2019-04-29,Credit Card Payment,268.96,debit,Credit Card Payment,Checking,Expense,4,2019,2019-04,268.96,150092.32,,
2019-04-29,Grocery Store,5.64,debit,Groceries,Platinum Card,Expense,4,2019,2019-04,5.64,150097.96000000002,150.0,3.7599999999999993
2019-04-30,BP,39.08,debit,Gas & Fuel,Platinum Card,Expense,4,2019,2019-04,39.08,150137.04,75.0,52.10666666666667
2019-05-01,Amazon,13.09,debit,Shopping,Platinum Card,Expense,5,2019,2019-05,13.09,150150.13,100.0,13.089999999999998
2019-05-02,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking,Expense,5,2019,2019-05,1100.0,151250.13,1100.0,100.0
2019-05-03,Credit Card Payment,758.07,debit,Credit Card Payment,Checking,Expense,5,2019,2019-05,758.07,152008.2,,
2019-05-04,Netflix,13.9,debit,Television,Platinum Card,Expense,5,2019,2019-05,13.9,152022.1,15.0,92.66666666666666
2019-05-06,Amazon,16.94,debit,Shopping,Platinum Card,Expense,5,2019,2019-05,16.94,152039.04,100.0,16.94
2019-05-07,Amazon,38.56,debit,Shopping,Platinum Card,Expense,5,2019,2019-05,38.56,152077.6,100.0,38.56
2019-05-09,Best Buy,331.69,debit,Electronics & Software,Platinum Card,Expense,5,2019,2019-05,331.69,152409.29,0.0,
2019-05-09,Spotify,10.69,debit,Music,Platinum Card,Expense,5,2019,2019-05,10.69,152419.98,11.0,97.18181818181819
2019-05-09,Target,3.2,debit,Shopping,Platinum Card,Expense,5,2019,2019-05,3.2,152423.18000000002,100.0,3.2
2019-05-09,Gas Company,30.0,debit,Utilities,Checking,Expense,5,2019,2019-05,30.0,152453.18000000002,150.0,20.0
2019-05-10,Best Buy,21.39,debit,Electronics & Software,Silver Card,Expense,5,2019,2019-05,21.39,152474.57000000004,0.0,
2019-05-10,Phone Company,65.0,debit,Mobile Phone,Checking,Expense,5,2019,2019-05,65.0,152539.57000000004,65.0,100.0
2019-05-10,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,5,2019,2019-05,2000.0,154539.57000000004,,
2019-05-13,Greek Restaurant,23.11,debit,Restaurants,Silver Card,Expense,5,2019,2019-05,23.11,154562.68000000002,150.0,15.406666666666666
2019-05-13,Fancy Restaurant,98.19,debit,Restaurants,Silver Card,Expense,5,2019,2019-05,98.19,154660.87000000002,150.0,65.46
2019-05-13,QuikTrip,35.24,debit,Gas & Fuel,Silver Card,Expense,5,2019,2019-05,35.24,154696.11000000002,75.0,46.98666666666667
2019-05-13,Credit Card Payment,480.88,debit,Credit Card Payment,Checking,Expense,5,2019,2019-05,480.88,155176.99000000002,,
2019-05-14,Grocery Store,2.02,debit,Groceries,Silver Card,Expense,5,2019,2019-05,2.02,155179.01,150.0,1.3466666666666667
2019-05-15,Power Company,60.0,debit,Utilities,Checking,Expense,5,2019,2019-05,60.0,155239.01,150.0,40.0
2019-05-17,Credit Card Payment,575.33,credit,Credit Card Payment,Platinum Card,Income,5,2019,2019-05,575.33,155814.34,,
2019-05-17,City Water Charges,35.0,debit,Utilities,Checking,Expense,5,2019,2019-05,35.0,155849.34,150.0,23.333333333333332
